Q,max_IWV_ais
10.73574680856037,6.592485237121582
10.73574680856037,6.77111231356251
10.73574680856037,6.949739390003438
10.73574680856037,7.128366466444366
10.73574680856037,7.3069935428852935
10.73574680856037,7.485620619326221
10.73574680856037,7.66424769576715
10.73574680856037,7.842874772208078
10.73574680856037,8.021501848649006
10.73574680856037,8.200128925089933
10.73574680856037,8.378756001530862
10.73574680856037,8.557383077971789
10.73574680856037,8.736010154412718
10.73574680856037,8.914637230853646
10.73574680856037,9.093264307294573
10.73574680856037,9.271891383735502
10.73574680856037,9.45051846017643
10.73574680856037,9.629145536617358
10.73574680856037,9.807772613058285
10.73574680856037,9.986399689499214
10.73574680856037,10.16502676594014
10.73574680856037,10.34365384238107
10.73574680856037,10.522280918821998
10.73574680856037,10.700907995262925
10.73574680856037,10.879535071703852
10.73574680856037,11.058162148144781
10.73574680856037,11.23678922458571
10.73574680856037,11.415416301026639
10.73574680856037,11.594043377467566
10.73574680856037,11.772670453908493
10.73574680856037,11.951297530349422
10.73574680856037,12.12992460679035
10.73574680856037,12.308551683231277
10.73574680856037,12.487178759672204
10.73574680856037,12.665805836113133
10.73574680856037,12.844432912554062
10.73574680856037,13.023059988994989
10.73574680856037,13.201687065435916
10.73574680856037,13.380314141876845
10.73574680856037,13.558941218317774
10.73574680856037,13.737568294758702
10.73574680856037,13.91619537119963
10.73574680856037,14.094822447640556
10.73574680856037,14.273449524081485
10.73574680856037,14.452076600522414
10.73574680856037,14.630703676963343
10.73574680856037,14.809330753404268
10.73574680856037,14.987957829845197
10.73574680856037,15.166584906286126
10.73574680856037,15.345211982727053
