Q,max_landfalling_v850hPa
10.56735008847593,22.226434326171876
10.56735008847593,22.54413123617367
10.56735008847593,22.861828146175462
10.56735008847593,23.17952505617726
10.56735008847593,23.49722196617905
10.56735008847593,23.814918876180844
10.56735008847593,24.13261578618264
10.56735008847593,24.450312696184433
10.56735008847593,24.768009606186226
10.56735008847593,25.08570651618802
10.56735008847593,25.40340342618981
10.56735008847593,25.721100336191608
10.56735008847593,26.0387972461934
10.56735008847593,26.356494156195193
10.56735008847593,26.67419106619699
10.56735008847593,26.991887976198782
10.56735008847593,27.309584886200575
10.56735008847593,27.627281796202368
10.56735008847593,27.94497870620416
10.56735008847593,28.262675616205957
10.56735008847593,28.58037252620775
10.56735008847593,28.898069436209543
10.56735008847593,29.21576634621134
10.56735008847593,29.533463256213132
10.56735008847593,29.851160166214925
10.56735008847593,30.168857076216717
10.56735008847593,30.48655398621851
10.56735008847593,30.804250896220307
10.56735008847593,31.1219478062221
10.56735008847593,31.439644716223892
10.56735008847593,31.75734162622569
10.56735008847593,32.07503853622748
10.56735008847593,32.392735446229274
10.56735008847593,32.71043235623107
10.56735008847593,33.02812926623286
10.56735008847593,33.34582617623465
10.56735008847593,33.66352308623645
11.119808225673701,33.98121999623824
11.119808225673701,34.29891690624004
11.119808225673701,34.61661381624183
11.119808225673701,34.93431072624362
11.119808225673701,35.252007636245416
11.119808225673701,35.56970454624721
11.119808225673701,35.88740145624901
11.119808225673701,36.205098366250795
11.119808225673701,36.522795276252594
11.119808225673701,36.84049218625439
11.119808225673701,37.15818909625618
11.119808225673701,37.47588600625797
11.119808225673701,37.793582916259766
