Q,max_ocean_SLP_gradient
10.497066545042685,3.5617050561746053
10.497066545042685,3.6587412006393794
10.497066545042685,3.7557773451041534
10.95032722629651,3.852813489568927
10.95032722629651,3.949849634033701
10.95032722629651,4.046885778498475
10.95032722629651,4.14392192296325
10.95032722629651,4.240958067428023
10.19684643879744,4.337994211892797
10.19684643879744,4.435030356357571
10.19684643879744,4.532066500822345
10.19684643879744,4.629102645287119
10.19684643879744,4.726138789751893
10.19684643879744,4.8231749342166665
10.19684643879744,4.920211078681441
10.19684643879744,5.017247223146215
10.19684643879744,5.114283367610989
10.19684643879744,5.211319512075763
10.19684643879744,5.308355656540536
10.19684643879744,5.405391801005311
10.19684643879744,5.502427945470085
10.19684643879744,5.599464089934859
10.19684643879744,5.6965002343996325
10.19684643879744,5.793536378864406
10.19684643879744,5.890572523329181
10.19684643879744,5.987608667793955
10.19684643879744,6.084644812258729
10.19684643879744,6.181680956723502
10.19684643879744,6.278717101188277
10.19684643879744,6.37575324565305
10.19684643879744,6.472789390117825
10.19684643879744,6.569825534582598
10.19684643879744,6.666861679047372
10.19684643879744,6.7638978235121465
10.19684643879744,6.860933967976921
10.19684643879744,6.957970112441695
10.19684643879744,7.055006256906468
10.19684643879744,7.152042401371242
10.19684643879744,7.249078545836016
10.19684643879744,7.346114690300791
10.19684643879744,7.443150834765564
10.19684643879744,7.540186979230338
10.19684643879744,7.6372231236951125
10.19684643879744,7.734259268159886
10.19684643879744,7.831295412624661
10.19684643879744,7.928331557089434
10.19684643879744,8.025367701554208
10.19684643879744,8.122403846018983
10.19684643879744,8.219439990483757
10.19684643879744,8.31647613494853
