max_T2m_ais,max_T2M_anomaly_ais,avg_IWV_ais,max_IWV_ais,max_IWV_anomaly_ais,max_ocean_SLP_gradient,T2M_TQV_SLP_missing
273.4848937988281,4.7333984375,14.500948172517456,19.393877029418945,12.256675720214844,4.899357726219426,[]
275.1007080078125,9.100540161132812,6.442447197171317,15.271224021911621,9.018205642700195,5.984890208056037,[]
264.71270751953125,7.7666015625,1.4370444625934733,2.790752410888672,0.7790039777755737,-1.0,[]
265.5116271972656,11.666793823242188,1.6402134206983345,5.14375114440918,2.312575340270996,-1.0,[]
271.99468994140625,4.731719970703125,6.739541132684287,9.8770112991333,3.4142098426818848,2.8671545957537066,[]
273.4300537109375,8.239501953125,9.54197478689657,12.215693473815918,6.718225955963135,4.138896749967381,[]
273.3633728027344,9.397674560546875,1.839456142289311,8.949138641357422,4.046600818634033,3.444523506332203,[]
275.6299743652344,12.359954833984375,4.187947393158178,16.230388641357422,10.178874969482422,3.9841463191498714,[]
270.7112121582031,3.037811279296875,8.435712934682565,9.083024978637695,3.007913589477539,4.265896077931395,[]
273.436767578125,8.477935791015625,6.471918583396598,16.229188919067383,10.95521068572998,3.767811702113578,[]
271.3409729003906,11.695755004882812,4.8295237652169964,12.865618705749512,6.897138595581055,6.584867182423457,[]
271.04132080078125,7.38824462890625,7.327531325843314,10.094564437866211,4.407309055328369,4.421624470110725,[]
273.4013366699219,15.95703125,6.759629299740935,12.59685230255127,7.875307559967041,3.3884001731131854,[]
266.605224609375,1.089996337890625,10.946288991998603,11.532064437866211,6.148045063018799,4.043010037372526,[]
271.81512451171875,10.109649658203125,7.65056937957558,13.71030330657959,8.101110458374023,5.772660257386433,[]
275.3188171386719,17.606353759765625,3.9055569634467187,17.736913681030273,11.656103134155273,6.401629456202568,[]
267.4414978027344,1.58258056640625,4.2400452332513785,10.30144214630127,4.941656589508057,7.7170058181332335,[]
272.9557800292969,14.974441528320312,6.145912839045329,13.048726081848145,8.562448501586914,3.975198544181138,[]
272.8771057128906,15.108428955078125,7.969218459975096,13.993805885314941,9.094955444335938,5.1756959418193285,[]
273.40338134765625,23.56414794921875,5.227082820273728,19.02695083618164,14.349111557006836,10.097200799379983,[]
270.7056579589844,9.5692138671875,5.913278012412931,10.329594612121582,6.137356281280518,7.974568227914055,[]
272.7325439453125,14.168930053710938,2.4855745637281244,11.499443054199219,6.3732686042785645,4.593331391997518,[]
269.9815673828125,19.336944580078125,1.9654252667899963,10.198419570922852,6.426095962524414,7.48701924387156,[]
264.9464416503906,11.0743408203125,3.5693281902921417,5.743341445922852,3.1882128715515137,-1.0,[]
268.78875732421875,6.727630615234375,9.399429321289062,9.399429321289062,4.580551624298096,4.255461197933738,[]
272.80438232421875,9.921356201171875,6.133062126910609,11.50538158416748,6.379207134246826,5.508188539564047,[]
271.900390625,15.8052978515625,5.066212891051848,12.658618927001953,8.065427780151367,8.480945366807292,[]
273.275634765625,23.72589111328125,7.098546138546644,14.971168518066406,10.899404525756836,2.7539249274990896,[]
271.67169189453125,17.311813354492188,11.886064451063172,12.66761589050293,8.524826049804688,2.723315897715308,[]
273.8408203125,32.22190856933594,2.3848783855513673,19.508277893066406,17.005889892578125,5.83779628015084,[]
270.3876037597656,28.356475830078125,2.68564297727344,12.548440933227539,9.781868934631348,6.499641308359657,[]
272.7713317871094,29.467727661132812,6.361837215056966,17.052793502807617,10.908254623413086,5.760826610385811,[]
270.3239440917969,19.226974487304688,3.267155416963734,6.479457378387451,3.944873571395874,4.187236438829695,[]
261.2632751464844,9.899124145507812,5.450164773577035,7.049769878387451,4.326887130737305,-1.0,[]
271.3439025878906,31.663711547851562,5.759579586605737,10.981760025024414,7.56336784362793,4.16437345328978,[]
271.66510009765625,22.724777221679688,4.970066952742465,12.83415412902832,9.046832084655762,3.016849530024907,[]
258.29278564453125,15.800506591796875,2.0695372958581313,2.6535980701446533,0.6155157089233398,4.311691443983451,[]
271.139892578125,33.009857177734375,2.8994511578698883,13.17520809173584,10.132706642150879,5.440020387719,[]
272.99853515625,22.402542114257812,5.703221774047301,13.364233016967773,8.978822708129883,4.22607808517825,[]
270.1294860839844,28.662353515625,4.391227671650573,12.329338073730469,9.638059616088867,6.154745269281278,[]
269.6711120605469,18.480697631835938,4.187819332560549,11.080195426940918,7.5346832275390625,6.4889298256431625,[]
271.7958984375,20.177932739257812,4.492437873807125,11.743803977966309,7.632505893707275,5.0365813503423125,[]
254.83502197265625,9.840652465820312,2.9616630808395605,6.171131134033203,3.985293388366699,5.935061247950553,[]
