Q,max_south_extent,avg_landfalling_minomega
12.093975330254473,-85,-1.8647817688635515
12.093975330254473,-84.58163265306122,-1.8647817688635515
12.093975330254473,-84.16326530612245,-1.8647817688635515
12.093975330254473,-83.74489795918367,-1.8647817688635515
12.093975330254473,-83.3265306122449,-1.8647817688635515
12.093975330254473,-82.90816326530613,-1.8647817688635515
12.093975330254473,-82.48979591836735,-1.8647817688635515
12.093975330254473,-82.07142857142857,-1.8647817688635515
12.093975330254473,-81.65306122448979,-1.8647817688635515
12.093975330254473,-81.23469387755102,-1.8647817688635515
12.093975330254473,-80.81632653061224,-1.8647817688635515
12.093975330254473,-80.39795918367346,-1.8647817688635515
12.093975330254473,-79.9795918367347,-1.8647817688635515
12.093975330254473,-79.56122448979592,-1.8647817688635515
12.093975330254473,-79.14285714285714,-1.8647817688635515
12.093975330254473,-78.72448979591837,-1.8647817688635515
12.093975330254473,-78.3061224489796,-1.8647817688635515
12.093976650243711,-77.88775510204081,-1.8647817688635515
12.093976650243711,-77.46938775510205,-1.8647817688635515
12.093976650243711,-77.05102040816327,-1.8647817688635515
12.093976650243711,-76.63265306122449,-1.8647817688635515
12.093976650243711,-76.21428571428571,-1.8647817688635515
12.093976650243711,-75.79591836734694,-1.8647817688635515
12.093976650243711,-75.37755102040816,-1.8647817688635515
12.093976650243711,-74.95918367346938,-1.8647817688635515
12.093976650243711,-74.54081632653062,-1.8647817688635515
12.093976650243711,-74.12244897959184,-1.8647817688635515
11.884348435775607,-73.70408163265306,-1.8647817688635515
11.884348435775607,-73.28571428571428,-1.8647817688635515
11.884348435775607,-72.86734693877551,-1.8647817688635515
11.884347908452904,-72.44897959183673,-1.8647817688635515
11.884347908452904,-72.03061224489795,-1.8647817688635515
11.884347908452904,-71.61224489795919,-1.8647817688635515
11.884347908452904,-71.1938775510204,-1.8647817688635515
11.884347908452904,-70.77551020408163,-1.8647817688635515
11.884347908452904,-70.35714285714286,-1.8647817688635515
11.884347908452904,-69.93877551020408,-1.8647817688635515
11.884347908452904,-69.5204081632653,-1.8647817688635515
11.884347908452904,-69.10204081632654,-1.8647817688635515
11.310717127133445,-68.68367346938776,-1.8647817688635515
11.310717127133445,-68.26530612244898,-1.8647817688635515
11.310717127133445,-67.84693877551021,-1.8647817688635515
11.310717127133445,-67.42857142857143,-1.8647817688635515
11.310717127133445,-67.01020408163265,-1.8647817688635515
11.310717127133445,-66.59183673469389,-1.8647817688635515
11.310717127133445,-66.1734693877551,-1.8647817688635515
11.310717127133445,-65.75510204081633,-1.8647817688635515
11.310717127133445,-65.33673469387755,-1.8647817688635515
11.310717127133445,-64.91836734693877,-1.8647817688635515
11.310717127133445,-64.5,-1.8647817688635515
12.093975330254473,-85,-1.8273671842912291
12.093975330254473,-84.58163265306122,-1.8273671842912291
12.093975330254473,-84.16326530612245,-1.8273671842912291
12.093975330254473,-83.74489795918367,-1.8273671842912291
12.093975330254473,-83.3265306122449,-1.8273671842912291
12.093975330254473,-82.90816326530613,-1.8273671842912291
12.093975330254473,-82.48979591836735,-1.8273671842912291
12.093975330254473,-82.07142857142857,-1.8273671842912291
12.093975330254473,-81.65306122448979,-1.8273671842912291
12.093975330254473,-81.23469387755102,-1.8273671842912291
12.093975330254473,-80.81632653061224,-1.8273671842912291
12.093975330254473,-80.39795918367346,-1.8273671842912291
12.093975330254473,-79.9795918367347,-1.8273671842912291
12.093975330254473,-79.56122448979592,-1.8273671842912291
12.093975330254473,-79.14285714285714,-1.8273671842912291
12.093975330254473,-78.72448979591837,-1.8273671842912291
12.093975330254473,-78.3061224489796,-1.8273671842912291
12.093976650243711,-77.88775510204081,-1.8273671842912291
12.093976650243711,-77.46938775510205,-1.8273671842912291
12.093976650243711,-77.05102040816327,-1.8273671842912291
12.093976650243711,-76.63265306122449,-1.8273671842912291
12.093976650243711,-76.21428571428571,-1.8273671842912291
12.093976650243711,-75.79591836734694,-1.8273671842912291
12.093976650243711,-75.37755102040816,-1.8273671842912291
12.093976650243711,-74.95918367346938,-1.8273671842912291
12.093976650243711,-74.54081632653062,-1.8273671842912291
12.093976650243711,-74.12244897959184,-1.8273671842912291
11.884348435775607,-73.70408163265306,-1.8273671842912291
11.884348435775607,-73.28571428571428,-1.8273671842912291
11.884348435775607,-72.86734693877551,-1.8273671842912291
11.884347908452904,-72.44897959183673,-1.8273671842912291
11.884347908452904,-72.03061224489795,-1.8273671842912291
11.884347908452904,-71.61224489795919,-1.8273671842912291
11.884347908452904,-71.1938775510204,-1.8273671842912291
11.884347908452904,-70.77551020408163,-1.8273671842912291
11.884347908452904,-70.35714285714286,-1.8273671842912291
11.884347908452904,-69.93877551020408,-1.8273671842912291
11.884347908452904,-69.5204081632653,-1.8273671842912291
11.884347908452904,-69.10204081632654,-1.8273671842912291
11.310717127133445,-68.68367346938776,-1.8273671842912291
11.310717127133445,-68.26530612244898,-1.8273671842912291
11.310717127133445,-67.84693877551021,-1.8273671842912291
11.310717127133445,-67.42857142857143,-1.8273671842912291
