Q,max_ocean_SLP_gradient,avg_landfalling_minomega
0.7408124553642698,1.9763417045365497,-1.813508185473356
0.7408124553642698,2.2013399121739883,-1.813508185473356
0.7408124553642698,2.426338119811427,-1.813508185473356
0.7408124553642698,2.651336327448866,-1.813508185473356
0.7408124553642698,2.8763345350863045,-1.813508185473356
0.7408124553642698,3.101332742723743,-1.813508185473356
0.7408124553642698,3.326330950361182,-1.813508185473356
0.7408124553642698,3.551329157998621,-1.813508185473356
0.7408124553642698,3.7763273656360594,-1.813508185473356
0.7408124553642698,4.001325573273498,-1.813508185473356
0.7408124553642698,4.226323780910937,-1.813508185473356
0.7408124553642698,4.451321988548376,-1.813508185473356
0.7408124553642698,4.676320196185815,-1.813508185473356
0.7408124553642698,4.901318403823253,-1.813508185473356
0.7331225017262302,5.126316611460692,-1.813508185473356
0.7331225017262302,5.35131481909813,-1.813508185473356
0.7331225017262302,5.576313026735569,-1.813508185473356
0.7331225017262302,5.801311234373008,-1.813508185473356
0.7331225017262302,6.026309442010446,-1.813508185473356
0.7331225017262302,6.251307649647885,-1.813508185473356
0.7673501103995803,6.476305857285324,-1.813508185473356
0.7673501103995803,6.701304064922763,-1.813508185473356
0.7673501103995803,6.926302272560202,-1.813508185473356
0.7673501103995803,7.15130048019764,-1.813508185473356
0.7673501103995803,7.376298687835079,-1.813508185473356
0.7673501103995803,7.601296895472518,-1.813508185473356
0.7673501103995803,7.826295103109956,-1.813508185473356
0.9535937285206919,8.051293310747395,-1.813508185473356
0.9535937285206919,8.276291518384834,-1.813508185473356
0.9535937285206919,8.501289726022272,-1.813508185473356
0.9535937285206919,8.726287933659712,-1.813508185473356
0.9535937285206919,8.95128614129715,-1.813508185473356
0.9535937285206919,9.176284348934589,-1.813508185473356
0.9535937285206919,9.401282556572028,-1.813508185473356
0.9535937285206919,9.626280764209465,-1.813508185473356
0.9535937285206919,9.851278971846906,-1.813508185473356
1.0278033023616502,10.076277179484343,-1.813508185473356
1.2994235652517765,10.301275387121782,-1.813508185473356
1.2994235652517765,10.526273594759221,-1.813508185473356
1.2994235652517765,10.75127180239666,-1.813508185473356
1.2994235652517765,10.976270010034098,-1.813508185473356
1.2994235652517765,11.201268217671537,-1.813508185473356
1.2994235652517765,11.426266425308976,-1.813508185473356
1.2994235652517765,11.651264632946415,-1.813508185473356
1.2994235652517765,11.876262840583854,-1.813508185473356
1.2994235652517765,12.101261048221293,-1.813508185473356
1.2994235652517765,12.32625925585873,-1.813508185473356
1.2994235652517765,12.551257463496169,-1.813508185473356
1.2994235652517765,12.776255671133608,-1.813508185473356
1.2994235652517765,13.001253878771047,-1.813508185473356
0.7408124553642698,1.9763417045365497,-1.7777659679332785
0.7408124553642698,2.2013399121739883,-1.7777659679332785
0.7408124553642698,2.426338119811427,-1.7777659679332785
0.7408124553642698,2.651336327448866,-1.7777659679332785
0.7408124553642698,2.8763345350863045,-1.7777659679332785
0.7408124553642698,3.101332742723743,-1.7777659679332785
0.7408124553642698,3.326330950361182,-1.7777659679332785
0.7408124553642698,3.551329157998621,-1.7777659679332785
0.7408124553642698,3.7763273656360594,-1.7777659679332785
0.7408124553642698,4.001325573273498,-1.7777659679332785
0.7408124553642698,4.226323780910937,-1.7777659679332785
0.7408124553642698,4.451321988548376,-1.7777659679332785
0.7408124553642698,4.676320196185815,-1.7777659679332785
0.7408124553642698,4.901318403823253,-1.7777659679332785
0.7331225017262302,5.126316611460692,-1.7777659679332785
0.7331225017262302,5.35131481909813,-1.7777659679332785
0.7331225017262302,5.576313026735569,-1.7777659679332785
0.7331225017262302,5.801311234373008,-1.7777659679332785
0.7331225017262302,6.026309442010446,-1.7777659679332785
0.7331225017262302,6.251307649647885,-1.7777659679332785
0.7673501103995803,6.476305857285324,-1.7777659679332785
0.7673501103995803,6.701304064922763,-1.7777659679332785
0.7673501103995803,6.926302272560202,-1.7777659679332785
0.7673501103995803,7.15130048019764,-1.7777659679332785
0.7673501103995803,7.376298687835079,-1.7777659679332785
0.7673501103995803,7.601296895472518,-1.7777659679332785
0.7673501103995803,7.826295103109956,-1.7777659679332785
0.9535937285206919,8.051293310747395,-1.7777659679332785
0.9535937285206919,8.276291518384834,-1.7777659679332785
0.9535937285206919,8.501289726022272,-1.7777659679332785
0.9535937285206919,8.726287933659712,-1.7777659679332785
0.9535937285206919,8.95128614129715,-1.7777659679332785
0.9535937285206919,9.176284348934589,-1.7777659679332785
0.9535937285206919,9.401282556572028,-1.7777659679332785
0.9535937285206919,9.626280764209465,-1.7777659679332785
0.9535937285206919,9.851278971846906,-1.7777659679332785
1.0278033023616502,10.076277179484343,-1.7777659679332785
1.2994235652517765,10.301275387121782,-1.7777659679332785
1.2994235652517765,10.526273594759221,-1.7777659679332785
1.2994235652517765,10.75127180239666,-1.7777659679332785
1.2994235652517765,10.976270010034098,-1.7777659679332785
1.2994235652517765,11.201268217671537,-1.7777659679332785
1.2994235652517765,11.426266425308976,-1.7777659679332785
1.2994235652517765,11.651264632946415,-1.7777659679332785
1.2994235652517765,11.876262840583854,-1.7777659679332785
1.2994235652517765,12.101261048221293,-1.7777659679332785
1.2994235652517765,12.32625925585873,-1.7777659679332785
1.2994235652517765,12.551257463496169,-1.7777659679332785
1.2994235652517765,12.776255671133608,-1.7777659679332785
1.2994235652517765,13.001253878771047,-1.7777659679332785
0.7408124553642698,1.9763417045365497,-1.742023750393201
0.7408124553642698,2.2013399121739883,-1.742023750393201
0.7408124553642698,2.426338119811427,-1.742023750393201
0.7408124553642698,2.651336327448866,-1.742023750393201
0.7408124553642698,2.8763345350863045,-1.742023750393201
0.7408124553642698,3.101332742723743,-1.742023750393201
0.7408124553642698,3.326330950361182,-1.742023750393201
0.7408124553642698,3.551329157998621,-1.742023750393201
0.7408124553642698,3.7763273656360594,-1.742023750393201
0.7408124553642698,4.001325573273498,-1.742023750393201
0.7408124553642698,4.226323780910937,-1.742023750393201
0.7408124553642698,4.451321988548376,-1.742023750393201
0.7408124553642698,4.676320196185815,-1.742023750393201
0.7408124553642698,4.901318403823253,-1.742023750393201
0.7331225017262302,5.126316611460692,-1.742023750393201
0.7331225017262302,5.35131481909813,-1.742023750393201
0.7331225017262302,5.576313026735569,-1.742023750393201
0.7331225017262302,5.801311234373008,-1.742023750393201
0.7331225017262302,6.026309442010446,-1.742023750393201
0.7331225017262302,6.251307649647885,-1.742023750393201
0.7673501103995803,6.476305857285324,-1.742023750393201
0.7673501103995803,6.701304064922763,-1.742023750393201
0.7673501103995803,6.926302272560202,-1.742023750393201
0.7673501103995803,7.15130048019764,-1.742023750393201
0.7673501103995803,7.376298687835079,-1.742023750393201
0.7673501103995803,7.601296895472518,-1.742023750393201
0.7673501103995803,7.826295103109956,-1.742023750393201
0.9535937285206919,8.051293310747395,-1.742023750393201
0.9535937285206919,8.276291518384834,-1.742023750393201
0.9535937285206919,8.501289726022272,-1.742023750393201
0.9535937285206919,8.726287933659712,-1.742023750393201
0.9535937285206919,8.95128614129715,-1.742023750393201
0.9535937285206919,9.176284348934589,-1.742023750393201
0.9535937285206919,9.401282556572028,-1.742023750393201
0.9535937285206919,9.626280764209465,-1.742023750393201
0.9535937285206919,9.851278971846906,-1.742023750393201
1.0278033023616502,10.076277179484343,-1.742023750393201
1.2994235652517765,10.301275387121782,-1.742023750393201
1.2994235652517765,10.526273594759221,-1.742023750393201
1.2994235652517765,10.75127180239666,-1.742023750393201
1.2994235652517765,10.976270010034098,-1.742023750393201
1.2994235652517765,11.201268217671537,-1.742023750393201
1.2994235652517765,11.426266425308976,-1.742023750393201
1.2994235652517765,11.651264632946415,-1.742023750393201
1.2994235652517765,11.876262840583854,-1.742023750393201
1.2994235652517765,12.101261048221293,-1.742023750393201
1.2994235652517765,12.32625925585873,-1.742023750393201
1.2994235652517765,12.551257463496169,-1.742023750393201
1.2994235652517765,12.776255671133608,-1.742023750393201
1.2994235652517765,13.001253878771047,-1.742023750393201
0.7408124553642698,1.9763417045365497,-1.7062815328531236
0.7408124553642698,2.2013399121739883,-1.7062815328531236
0.7408124553642698,2.426338119811427,-1.7062815328531236
0.7408124553642698,2.651336327448866,-1.7062815328531236
0.7408124553642698,2.8763345350863045,-1.7062815328531236
0.7408124553642698,3.101332742723743,-1.7062815328531236
0.7408124553642698,3.326330950361182,-1.7062815328531236
0.7408124553642698,3.551329157998621,-1.7062815328531236
0.7408124553642698,3.7763273656360594,-1.7062815328531236
0.7408124553642698,4.001325573273498,-1.7062815328531236
0.7408124553642698,4.226323780910937,-1.7062815328531236
0.7408124553642698,4.451321988548376,-1.7062815328531236
0.7408124553642698,4.676320196185815,-1.7062815328531236
0.7408124553642698,4.901318403823253,-1.7062815328531236
0.7331225017262302,5.126316611460692,-1.7062815328531236
0.7331225017262302,5.35131481909813,-1.7062815328531236
0.7331225017262302,5.576313026735569,-1.7062815328531236
0.7331225017262302,5.801311234373008,-1.7062815328531236
0.7331225017262302,6.026309442010446,-1.7062815328531236
0.7331225017262302,6.251307649647885,-1.7062815328531236
0.7673501103995803,6.476305857285324,-1.7062815328531236
0.7673501103995803,6.701304064922763,-1.7062815328531236
0.7673501103995803,6.926302272560202,-1.7062815328531236
0.7673501103995803,7.15130048019764,-1.7062815328531236
0.7673501103995803,7.376298687835079,-1.7062815328531236
0.7673501103995803,7.601296895472518,-1.7062815328531236
0.7673501103995803,7.826295103109956,-1.7062815328531236
0.9535937285206919,8.051293310747395,-1.7062815328531236
0.9535937285206919,8.276291518384834,-1.7062815328531236
0.9535937285206919,8.501289726022272,-1.7062815328531236
0.9535937285206919,8.726287933659712,-1.7062815328531236
0.9535937285206919,8.95128614129715,-1.7062815328531236
0.9535937285206919,9.176284348934589,-1.7062815328531236
0.9535937285206919,9.401282556572028,-1.7062815328531236
0.9535937285206919,9.626280764209465,-1.7062815328531236
0.9535937285206919,9.851278971846906,-1.7062815328531236
1.0278033023616502,10.076277179484343,-1.7062815328531236
1.2994235652517765,10.301275387121782,-1.7062815328531236
1.2994235652517765,10.526273594759221,-1.7062815328531236
