Q,max_landfalling_v850hPa
0.39630887687889604,15.195411682128906
0.39630887687889604,15.901763526760803
0.39630887687889604,16.6081153713927
0.39630887687889604,17.314467216024592
0.39630887687889604,18.02081906065649
0.39630887687889604,18.727170905288386
0.39630887687889604,19.43352274992028
0.39630887687889604,20.139874594552175
0.4894016654788674,20.846226439184072
0.4894016654788674,21.55257828381597
0.4894016654788674,22.258930128447865
0.4894016654788674,22.965281973079758
0.5229826435854098,23.671633817711655
0.5229826435854098,24.37798566234355
0.5229826435854098,25.084337506975444
0.5229826435854098,25.79068935160734
0.5476725421297954,26.497041196239238
0.5476725421297954,27.203393040871134
0.5476725421297954,27.90974488550303
0.5476725421297954,28.616096730134924
0.5476725421297954,29.32244857476682
0.7814342983601973,30.028800419398717
0.7814342983601973,30.73515226403061
0.7814342983601973,31.441504108662507
0.7814342983601973,32.1478559532944
0.7814342983601973,32.8542077979263
0.7814342983601973,33.5605596425582
0.540899328766145,34.266911487190086
0.48732089441531223,34.97326333182198
0.48732089441531223,35.67961517645388
0.48732089441531223,36.385967021085776
0.48732089441531223,37.09231886571767
0.48732089441531223,37.79867071034957
0.48732089441531223,38.505022554981466
0.48732089441531223,39.21137439961336
0.6908533303610783,39.91772624424526
0.6908533303610783,40.624078088877155
0.6908533303610783,41.33042993350905
0.6908533303610783,42.03678177814094
0.6908533303610783,42.74313362277284
0.6908533303610783,43.449485467404735
0.6908533303610783,44.15583731203663
0.6908533303610783,44.86218915666853
0.6908533303610783,45.56854100130042
0.6908533303610783,46.274892845932314
0.6908533303610783,46.98124469056421
0.6908533303610783,47.68759653519611
0.6908533303610783,48.393948379828004
0.6908533303610783,49.1003002244599
0.6908533303610783,49.8066520690918
