Q,max_ocean_SLP_gradient
12.177968155727665,1.9763417045365497
12.177968155727665,2.2013399121739883
12.177968155727665,2.426338119811427
12.177968155727665,2.651336327448866
12.177968155727665,2.8763345350863045
12.177968155727665,3.101332742723743
12.177968155727665,3.326330950361182
12.177968155727665,3.551329157998621
12.177968155727665,3.7763273656360594
12.177968155727665,4.001325573273498
12.139323261429455,4.226323780910937
12.139323261429455,4.451321988548376
12.139323261429455,4.676320196185815
12.139323261429455,4.901318403823253
12.139323261429455,5.126316611460692
12.139323261429455,5.35131481909813
12.139323261429455,5.576313026735569
12.139323261429455,5.801311234373008
12.139323261429455,6.026309442010446
12.139323261429455,6.251307649647885
12.139323261429455,6.476305857285324
12.139323261429455,6.701304064922763
12.140151415457785,6.926302272560202
12.140151415457785,7.15130048019764
12.140151415457785,7.376298687835079
12.140151415457785,7.601296895472518
12.140151415457785,7.826295103109956
12.137572795237299,8.051293310747395
12.137572795237299,8.276291518384834
12.132931505140627,8.501289726022272
12.132931505140627,8.726287933659712
8.77637153065665,8.95128614129715
8.77637153065665,9.176284348934589
8.77637153065665,9.401282556572028
8.77637153065665,9.626280764209465
8.77637153065665,9.851278971846906
8.77637153065665,10.076277179484343
8.77637153065665,10.301275387121782
8.77637153065665,10.526273594759221
8.77637153065665,10.75127180239666
8.77637153065665,10.976270010034098
8.77637153065665,11.201268217671537
8.77637153065665,11.426266425308976
8.77637153065665,11.651264632946415
8.77637153065665,11.876262840583854
8.77637153065665,12.101261048221293
8.77637153065665,12.32625925585873
8.77637153065665,12.551257463496169
8.77637153065665,12.776255671133608
8.77637153065665,13.001253878771047
