Q,max_landfalling_v850hPa
16.992391115469452,9.303757667541504
16.992391115469452,10.130347349205795
16.992391115469452,10.956937030870087
16.992391115469452,11.783526712534378
16.992391115469452,12.61011639419867
16.992391115469452,13.436706075862961
16.992391115469452,14.263295757527255
16.992391115469452,15.089885439191546
16.992391115469452,15.916475120855837
16.479869967547355,16.74306480252013
16.479869967547355,17.56965448418442
16.479869967547355,18.396244165848714
16.479869967547355,19.222833847513005
16.479869967547355,20.049423529177297
12.08563970855922,20.876013210841588
12.08563970855922,21.70260289250588
12.08563970855922,22.52919257417017
12.08563970855922,23.355782255834463
11.635931107446837,24.182371937498754
11.635931107446837,25.008961619163045
11.635931107446837,25.835551300827337
11.635931107446837,26.66214098249163
11.635931107446837,27.48873066415592
11.636215661657987,28.31532034582021
11.636215661657987,29.141910027484506
11.636215661657987,29.968499709148798
11.636215661657987,30.79508939081309
11.636215661657987,31.62167907247738
11.636215661657987,32.44826875414167
11.636215661657987,33.27485843580597
11.636215661657987,34.101448117470255
11.636216745626369,34.92803779913454
11.793568522112231,35.75462748079884
11.793568522112231,36.58121716246313
11.793568522112231,37.40780684412742
11.793568522112231,38.23439652579171
11.793568522112231,39.060986207456004
11.793568522112231,39.8875758891203
11.793568522112231,40.71416557078459
11.793568522112231,41.54075525244888
11.793568522112231,42.36734493411317
11.793568522112231,43.193934615777465
11.793568522112231,44.02052429744175
11.793568522112231,44.84711397910605
11.793568522112231,45.673703660770336
11.793568522112231,46.50029334243463
11.793568522112231,47.32688302409892
11.793568522112231,48.153472705763214
11.793568522112231,48.98006238742751
11.793568522112231,49.8066520690918
