Q,avg_landfalling_minomega
11.992451242682943,-1.8647817688635515
11.992451242682943,-1.8273671842912291
11.992451242682943,-1.7899525997189067
11.992451242682943,-1.7525380151465844
11.992451242682943,-1.715123430574262
11.992451242682943,-1.6777088460019396
11.992451242682943,-1.6402942614296174
11.992451242682943,-1.602879676857295
11.992451242682943,-1.5654650922849727
11.992451242682943,-1.5280505077126503
11.992451242682943,-1.490635923140328
11.992451242682943,-1.4532213385680055
11.992451242682943,-1.4158067539956831
11.992451242682943,-1.3783921694233607
11.992451242682943,-1.3409775848510384
11.992451242682943,-1.3035630002787162
11.992451242682943,-1.2661484157063936
11.992451242682943,-1.2287338311340714
11.992451242682943,-1.1913192465617488
11.992451242682943,-1.1539046619894266
11.992451242682943,-1.1164900774171043
11.992451242682943,-1.0790754928447819
11.992451242682943,-1.0416609082724595
11.992451242682943,-1.0042463237001371
11.992451242682943,-0.9668317391278147
11.992451242682943,-0.9294171545554925
11.992451242682943,-0.8920025699831701
11.992451242682943,-0.8545879854108478
11.992451242682943,-0.8171734008385254
11.992451242682943,-0.779758816266203
11.992451242682943,-0.7423442316938806
11.992451242682943,-0.7049296471215583
11.992451242682943,-0.6675150625492359
11.992451242682943,-0.6301004779769135
11.992451242682943,-0.5926858934045911
11.992451242682943,-0.5552713088322687
11.992451242682943,-0.5178567242599463
11.992451242682943,-0.48044213968762395
11.992451242682943,-0.4430275551153018
11.992451242682943,-0.4056129705429794
11.992451242682943,-0.368198385970657
11.992451242682943,-0.33078380139833463
12.172982685090004,-0.29336921682601225
12.172982685090004,-0.25595463225368986
12.172982685090004,-0.21854004768136748
12.172982685090004,-0.1811254631090451
12.172982685090004,-0.1437108785367227
12.172982685090004,-0.10629629396440032
12.172982685090004,-0.06888170939207794
12.172982685090004,-0.0314671248197555
