Q,avg_landfalling_minomega
0.8062158746535002,-1.813508185473356
0.8062158746535002,-1.7777659679332785
0.8062158746535002,-1.742023750393201
0.8062158746535002,-1.7062815328531236
0.8062158746535002,-1.6705393153130461
0.8062158746535002,-1.6347970977729684
0.8062158746535002,-1.599054880232891
0.8062158746535002,-1.5633126626928135
0.8062158746535002,-1.527570445152736
0.8062158746535002,-1.4918282276126587
0.8062158746535002,-1.4560860100725812
0.8062158746535002,-1.4203437925325035
0.8062158746535002,-1.384601574992426
0.8062158746535002,-1.3488593574523486
0.8062158746535002,-1.3131171399122712
0.7340629357770119,-1.2773749223721937
0.7340629357770119,-1.2416327048321163
0.7340629357770119,-1.2058904872920388
0.7340629357770119,-1.1701482697519614
0.701653733669878,-1.134406052211884
0.701653733669878,-1.0986638346718065
0.701653733669878,-1.062921617131729
0.701653733669878,-1.0271793995916514
0.701653733669878,-0.9914371820515739
0.5934954745357562,-0.9556949645114965
0.5934954745357562,-0.919952746971419
0.5934954745357562,-0.8842105294313416
0.5934954745357562,-0.848468311891264
0.5934954745357562,-0.8127260943511865
0.5934954745357562,-0.776983876811109
0.5728289236366219,-0.7412416592710316
0.5728289236366219,-0.7054994417309541
0.5357008503169652,-0.6697572241908767
0.5357008503169652,-0.6340150066507992
0.5357008503169652,-0.5982727891107218
0.5357008503169652,-0.5625305715706443
0.5531526923684166,-0.5267883540305669
0.5531526923684166,-0.4910461364904892
0.5531526923684166,-0.4553039189504118
0.5531526923684166,-0.41956170141033433
0.5531526923684166,-0.3838194838702569
0.5531526923684166,-0.34807726633017944
0.5935908402030662,-0.312335048790102
0.5935908402030662,-0.27659283125002454
0.5369074276352381,-0.24085061370994687
0.5369074276352381,-0.20510839616986942
0.5369074276352381,-0.16936617862979197
0.5369074276352381,-0.13362396108971453
0.5369074276352381,-0.09788174354963708
0.5369074276352381,-0.0621395260095596
